"Model","Itemcode","Description","Currency","Clearance","DecoCharge","MinDecoQTY","PriceBar1","PriceBar2","PriceBar3","PriceBar4","NettPriceQ1","NettPriceQ2","NettPriceQ3","NettPriceQ4","IndustryCol1","IndustryCol2","IndustryCol3","IndustryCol4"
"100002","10000200","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000201","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000202","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000203","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000204","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000205","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000206","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000207","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000208","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000209","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000210","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100002","10000211","Oregon 400 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE02,LAS02,LASR02","50","1","100","250","1000","1,16","1,14","1,12","1,10","3,59","3,38","3,25","3,19"
"100137","10013700","Riviera waterdicht picknickkleed","EUR","","MR04,DTR03,TRA04","25","1","50","100","500","8,09","7,78","7,55","7,40","22,77","21,48","20,66","20,25"
"100165","10016500","Huggy deken met hoes","EUR","","EMB001,DEB04,DTR03,LAS03,MR03,TRA05","50","1","100","250","1000","3,69","3,62","3,55","3,48","10,59","9,99","9,61","9,42"
"100165","10016501","Huggy deken met hoes","EUR","","EMB001,DEB04,DTR03,LAS03,MR03,TRA05","50","1","100","250","1000","3,69","3,62","3,55","3,48","10,59","9,99","9,61","9,42"
"100165","10016503","Huggy deken met hoes","EUR","","EMB001,DEB04,DTR03,LAS03,MR03,TRA05","50","1","100","250","1000","3,69","3,62","3,55","3,48","10,59","9,99","9,61","9,42"
"100165","10016504","Huggy deken met hoes","EUR","","EMB001,DEB04,DTR03,LAS03,MR03,TRA05","50","1","100","250","1000","3,69","3,62","3,55","3,48","10,59","9,99","9,61","9,42"
"100165","10016505","Huggy deken met hoes","EUR","","EMB001,DEB04,DTR03,LAS03,MR03,TRA05","50","1","100","250","1000","3,69","3,62","3,55","3,48","10,59","9,99","9,61","9,42"
"100165","10016507","Huggy deken met hoes","EUR","","EMB001,DEB04,DTR03,LAS03,MR03,TRA05","50","1","100","250","1000","3,69","3,62","3,55","3,48","10,59","9,99","9,61","9,42"
"100182","10018201","Spectrum koeltas voor 6 blikjes 4 L","EUR","","MR01","250","1","500","1000","2500","0,71","0,70","0,69","0,68","2,32","2,19","2,10","2,06"
"100182","10018202","Spectrum koeltas voor 6 blikjes 4 L","EUR","","MR01","250","1","500","1000","2500","0,71","0,70","0,69","0,68","2,32","2,19","2,10","2,06"
"100182","10018203","Spectrum koeltas voor 6 blikjes 4 L","EUR","","MR01","250","1","500","1000","2500","0,71","0,70","0,69","0,68","2,32","2,19","2,10","2,06"
"100182","10018205","Spectrum koeltas voor 6 blikjes 4 L","EUR","","MR01","250","1","500","1000","2500","0,71","0,70","0,69","0,68","2,32","2,19","2,10","2,06"
"100182","10018206","Spectrum koeltas voor 6 blikjes 4 L","EUR","","MR01","250","1","500","1000","2500","0,71","0,70","0,69","0,68","2,32","2,19","2,10","2,06"
"100182","10018207","Spectrum koeltas voor 6 blikjes 4 L","EUR","","MR01","250","1","500","1000","2500","0,71","0,70","0,69","0,68","2,32","2,19","2,10","2,06"
"100288","10028800","Sky 650 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE03","50","1","100","250","1000","1,83","1,83","1,83","1,83","5,27","4,98","4,78","4,69"
"100288","10028801","Sky 650 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE03","50","1","100","250","1000","1,83","1,83","1,83","1,83","5,27","4,98","4,78","4,69"
"100288","10028802","Sky 650 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE03","50","1","100","250","1000","1,83","1,83","1,83","1,83","5,27","4,98","4,78","4,69"
"100288","10028803","Sky 650 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE03","50","1","100","250","1000","1,83","1,83","1,83","1,83","5,27","4,98","4,78","4,69"
"100288","10028804","Sky 650 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE03","50","1","100","250","1000","1,83","1,83","1,83","1,83","5,27","4,98","4,78","4,69"
"100288","10028805","Sky 650 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE03","50","1","100","250","1000","1,83","1,83","1,83","1,83","5,27","4,98","4,78","4,69"
"100288","10028806","Sky 650 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE03","50","1","100","250","1000","1,83","1,83","1,83","1,83","5,27","4,98","4,78","4,69"
"100289","10028900","Spring 600 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE04,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","8,73","8,23","7,92","7,76"
"100289","10028901","Spring 600 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE04,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","8,73","8,23","7,92","7,76"
"100289","10028902","Spring 600 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE04,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","8,73","8,23","7,92","7,76"
"100289","10028903","Spring 600 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE04,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","8,73","8,23","7,92","7,76"
"100289","10028904","Spring 600 ml Tritan™ drinkfles","EUR","","PAD04,DRD03,GPE04,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","8,73","8,23","7,92","7,76"
"100296","10029600","Sanibel 400 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,46","2,37","2,30","2,25","6,78","6,40","6,15","6,03"
"100296","10029601","Sanibel 400 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,46","2,37","2,30","2,25","6,78","6,40","6,15","6,03"
"100296","10029602","Sanibel 400 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,46","2,37","2,30","2,25","6,78","6,40","6,15","6,03"
"100296","10029603","Sanibel 400 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,46","2,37","2,30","2,25","6,78","6,40","6,15","6,03"
"100296","10029604","Sanibel 400 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,46","2,37","2,30","2,25","6,78","6,40","6,15","6,03"
"100297","10029700","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029701","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029702","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029703","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029704","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029705","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029706","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029707","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100297","10029708","Oregon 770 ml aluminium waterfles met karabijnhaak","EUR","","PAD03,DRD03,GPE03,LAS02,LASR04","50","1","100","250","1000","1,64","1,61","1,58","1,55","5,24","4,94","4,75","4,66"
"100310","10031000","Elwood 410 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,13","2,05","1,99","1,95","6,44","6,07","5,84","5,72"
"100310","10031001","Elwood 410 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,13","2,05","1,99","1,95","6,44","6,07","5,84","5,72"
"100310","10031002","Elwood 410 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,13","2,05","1,99","1,95","6,44","6,07","5,84","5,72"
"100310","10031003","Elwood 410 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,13","2,05","1,99","1,95","6,44","6,07","5,84","5,72"
"100310","10031004","Elwood 410 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,13","2,05","1,99","1,95","6,44","6,07","5,84","5,72"
"100310","10031005","Elwood 410 ml geïsoleerde thermosbeker","EUR","","PAD04,GPE03,LAS03","50","1","100","250","1000","2,13","2,05","1,99","1,95","6,44","6,07","5,84","5,72"
"100313","10031300","Capri 700 ml tritan sportfles","EUR","","PAD04,DRD03","50","1","100","250","1000","4,62","4,44","4,31","4,23","11,83","11,16","10,73","10,52"
"100313","10031301","Capri 700 ml tritan sportfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,62","4,44","4,31","4,23","11,83","11,16","10,73","10,52"
"100313","10031302","Capri 700 ml tritan sportfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,62","4,44","4,31","4,23","11,83","11,16","10,73","10,52"
"100313","10031303","Capri 700 ml tritan sportfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,62","4,44","4,31","4,23","11,83","11,16","10,73","10,52"
"100314","10031400","Tuttifrutti  740 ml Tritan™ infuser drinkfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,26","4,10","3,98","3,90","13,27","12,52","12,04","11,80"
"100314","10031401","Tuttifrutti  740 ml Tritan™ infuser drinkfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,26","4,10","3,98","3,90","13,27","12,52","12,04","11,80"
"100314","10031402","Tuttifrutti  740 ml Tritan™ infuser drinkfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,26","4,10","3,98","3,90","13,27","12,52","12,04","11,80"
"100314","10031403","Tuttifrutti  740 ml Tritan™ infuser drinkfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,26","4,10","3,98","3,90","13,27","12,52","12,04","11,80"
"100314","10031404","Tuttifrutti  740 ml Tritan™ infuser drinkfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,26","4,10","3,98","3,90","13,27","12,52","12,04","11,80"
"100314","10031405","Tuttifrutti  740 ml Tritan™ infuser drinkfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,26","4,10","3,98","3,90","13,27","12,52","12,04","11,80"
"100314","10031406","Tuttifrutti  740 ml Tritan™ infuser drinkfles","EUR","","PAD04,DRD03,GPE04","50","1","100","250","1000","4,26","4,10","3,98","3,90","13,27","12,52","12,04","11,80"
"100345","10034500","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100345","10034501","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100345","10034502","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100345","10034503","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100345","10034504","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100345","10034505","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100345","10034506","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100345","10034507","Sun Ray zonnebril","EUR","","PAD02","50","1","100","250","1000","0,46","0,45","0,44","0,43","1,38","1,30","1,25","1,23"
"100353","10035300","Mojave 300 ml geïsoleerde thermosbeker","EUR","","PAD03,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","6,89","6,50","6,25","6,13"
"100353","10035301","Mojave 300 ml geïsoleerde thermosbeker","EUR","","PAD03,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","6,89","6,50","6,25","6,13"
"100353","10035302","Mojave 300 ml geïsoleerde thermosbeker","EUR","","PAD03,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","6,89","6,50","6,25","6,13"
"100353","10035303","Mojave 300 ml geïsoleerde thermosbeker","EUR","","PAD03,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","6,89","6,50","6,25","6,13"
"100353","10035304","Mojave 300 ml geïsoleerde thermosbeker","EUR","","PAD03,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","6,89","6,50","6,25","6,13"
"100353","10035305","Mojave 300 ml geïsoleerde thermosbeker","EUR","","PAD03,LAS03","50","1","100","250","1000","2,08","2,00","1,94","1,90","6,89","6,50","6,25","6,13"
"100364","10036400","Bahia 330 ml keramische mok","EUR","","PAD04,GPE05,LAS04","100","1","250","500","1000","1,11","1,09","1,07","1,05","3,33","3,14","3,02","2,96"
"100366","10036600","Bogota 350 ml keramische mok","EUR","","PAD04,GPE05,LAS04","100","1","250","500","1000","1,26","1,21","1,17","1,15","4,33","4,08","3,93","3,85"
"100377","10037700","Pic 330 ml sublimatie mok","EUR","","SUBM01,DPS03","50","1","100","250","1000","1,44","1,41","1,38","1,35","5,04","4,75","4,57","4,48"
"100378","10037800","Santos 330 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","1,48","1,42","1,38","1,35","4,63","4,37","4,20","4,12"
"100378","10037801","Santos 330 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","1,48","1,42","1,38","1,35","4,63","4,37","4,20","4,12"
"100378","10037802","Santos 330 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","1,48","1,42","1,38","1,35","4,63","4,37","4,20","4,12"
"100378","10037804","Santos 330 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","1,48","1,42","1,38","1,35","4,63","4,37","4,20","4,12"
"100378","10037805","Santos 330 ml keramische mok","EUR","C","PAD04,GPE05,LAS04","50","1","100","250","1000","0,69","0,69","0,69","0,69","4,63","4,37","4,20","4,12"
"100393","10039300","Zissou 500 ml geïsoleerde beker","EUR","","PAD03,GPE05,LAS03","50","1","100","250","1000","6,78","6,52","6,33","6,21","16,82","15,87","15,26","14,96"
"100429","10042900","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100429","10042901","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100429","10042902","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100429","10042903","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100429","10042904","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100429","10042905","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100429","10042906","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100429","10042907","Ziva wegwerp regenponcho met opbergtasje","EUR","","DST01","250","1","500","1000","2500","0,32","0,31","0,30","0,29","0,81","0,76","0,73","0,72"
"100430","10043001","Grotto 475 ml mok","EUR","","PAD03,GPE05,LAS03","25","1","50","100","500","10,55","10,14","9,84","9,65","24,83","23,42","22,52","22,08"
"100455","10045500","Geo 350 ml koper vacuüm geïsoleerde beker","EUR","","GPE04,DPS02,LAS03,PAD03","25","1","50","100","500","7,63","7,34","7,13","6,99","19,82","18,70","17,98","17,63"
"100455","10045501","Geo 350 ml koper vacuüm geïsoleerde beker","EUR","","GPE04,DPS02,LAS03,PAD03","25","1","50","100","500","7,63","7,34","7,13","6,99","19,82","18,70","17,98","17,63"
"100455","10045502","Geo 350 ml koper vacuüm geïsoleerde beker","EUR","","GPE04,DPS02,LAS03,PAD03","25","1","50","100","500","7,63","7,34","7,13","6,99","19,82","18,70","17,98","17,63"
"100455","10045503","Geo 350 ml koper vacuüm geïsoleerde beker","EUR","","GPE04,DPS02,LAS03,PAD03","25","1","50","100","500","7,63","7,34","7,13","6,99","19,82","18,70","17,98","17,63"
"100455","10045504","Geo 350 ml koper vacuüm geïsoleerde beker","EUR","","GPE04,DPS02,LAS03,PAD03","25","1","50","100","500","7,63","7,34","7,13","6,99","19,82","18,70","17,98","17,63"
"100455","10045582","Geo 350 ml koper vacuüm geïsoleerde beker","EUR","","GPE04,DPS02,LAS03,PAD03","25","1","50","100","500","7,63","7,34","7,13","6,99","19,82","18,70","17,98","17,63"
"100461","10046100","Duke 500 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,GPE04,LAS03","50","1","100","250","1000","7,64","7,35","7,14","7,00","20,90","19,72","18,96","18,59"
"100461","10046101","Duke 500 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,GPE04,LAS03","50","1","100","250","1000","7,64","7,35","7,14","7,00","20,90","19,72","18,96","18,59"
"100461","10046102","Duke 500 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,GPE04,LAS03","50","1","100","250","1000","7,64","7,35","7,14","7,00","20,90","19,72","18,96","18,59"
"100461","10046103","Duke 500 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,GPE04,LAS03","50","1","100","250","1000","7,64","7,35","7,14","7,00","20,90","19,72","18,96","18,59"
"100463","10046300","Grom 650 ml aluminium sportfles","EUR","","PAD03,DRD03,GPE03,LAS03","50","1","100","250","1000","3,49","3,36","3,26","3,20","9,04","8,53","8,20","8,04"
"100463","10046301","Grom 650 ml aluminium sportfles","EUR","","PAD03,DRD03,GPE03,LAS03","50","1","100","250","1000","3,49","3,36","3,26","3,20","9,04","8,53","8,20","8,04"
"100463","10046302","Grom 650 ml aluminium sportfles","EUR","","PAD03,DRD03,GPE03,LAS03","50","1","100","250","1000","3,49","3,36","3,26","3,20","9,04","8,53","8,20","8,04"
"100463","10046303","Grom 650 ml aluminium sportfles","EUR","","PAD03,DRD03,GPE03,LAS03","50","1","100","250","1000","3,49","3,36","3,26","3,20","9,04","8,53","8,20","8,04"
"100463","10046304","Grom 650 ml aluminium sportfles","EUR","","PAD03,DRD03,GPE03,LAS03","50","1","100","250","1000","3,49","3,36","3,26","3,20","9,04","8,53","8,20","8,04"
"100464","10046400","Trixie 750 ml roestvrij stalen sportfles","EUR","","PAD03,DRD02,GPE03,LAS03","25","1","50","100","500","4,37","4,20","4,08","4,00","12,84","12,11","11,65","11,42"
"100464","10046401","Trixie 750 ml roestvrij stalen sportfles","EUR","","PAD03,DRD02,GPE03,LAS03","25","1","50","100","500","4,37","4,20","4,08","4,00","12,84","12,11","11,65","11,42"
"100464","10046402","Trixie 750 ml roestvrij stalen sportfles","EUR","","PAD03,DRD02,GPE03,LAS03","25","1","50","100","500","4,37","4,20","4,08","4,00","12,84","12,11","11,65","11,42"
"100466","10046600","Hearth 400 ml mok met houten onderzetter","EUR","","PAD04,LAS04","25","1","50","100","500","6,54","6,29","6,11","5,99","16,73","15,78","15,18","14,88"
"100466","10046601","Hearth 400 ml mok met houten onderzetter","EUR","","PAD04,LAS04","25","1","50","100","500","6,54","6,29","6,11","5,99","16,73","15,78","15,18","14,88"
"100466","10046602","Hearth 400 ml mok met houten onderzetter","EUR","","PAD04,LAS04","25","1","50","100","500","6,54","6,29","6,11","5,99","16,73","15,78","15,18","14,88"
"100466","10046603","Hearth 400 ml mok met houten onderzetter","EUR","C","PAD04,LAS04","25","1","50","100","500","1,79","1,79","1,79","1,79","16,73","15,78","15,18","14,88"
"100467","10046700","Valhalla 500 ml koper vacuüm geïsoleerde beker","EUR","","LAS03,DPS02,GPE03,PAD03","50","1","100","250","1000","11,47","11,03","10,71","10,50","31,72","29,92","28,77","28,21"
"100467","10046701","Valhalla 500 ml koper vacuüm geïsoleerde beker","EUR","","LAS03,DPS02,GPE03,PAD03","50","1","100","250","1000","11,47","11,03","10,71","10,50","31,72","29,92","28,77","28,21"
"100467","10046702","Valhalla 500 ml koper vacuüm geïsoleerde beker","EUR","","LAS03,DPS02,GPE03,PAD03","50","1","100","250","1000","11,47","11,03","10,71","10,50","31,72","29,92","28,77","28,21"
"100469","10046900","Peeta 500 ml koper vacuüm geïsoleerde beker","EUR","","PAD04,DPS02,GPE05,LAS03","50","1","100","250","1000","10,37","9,97","9,68","9,49","29,47","27,80","26,73","26,21"
"100469","10046901","Peeta 500 ml koper vacuüm geïsoleerde beker","EUR","","PAD04,DPS02,GPE05,LAS03","50","1","100","250","1000","10,37","9,97","9,68","9,49","29,47","27,80","26,73","26,21"
"100476","10047600","Riviera 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,17","2,09","2,03","1,99","7,64","7,20","6,93","6,79"
"100476","10047601","Riviera 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,17","2,09","2,03","1,99","7,64","7,20","6,93","6,79"
"100476","10047602","Riviera 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,17","2,09","2,03","1,99","7,64","7,20","6,93","6,79"
"100476","10047603","Riviera 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,17","2,09","2,03","1,99","7,64","7,20","6,93","6,79"
"100476","10047604","Riviera 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,17","2,09","2,03","1,99","7,64","7,20","6,93","6,79"
"100476","10047605","Riviera 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,17","2,09","2,03","1,99","7,64","7,20","6,93","6,79"
"100477","10047700","Azteek 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,60","2,50","2,43","2,38","8,20","7,73","7,44","7,29"
"100477","10047701","Azteek 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,60","2,50","2,43","2,38","8,20","7,73","7,44","7,29"
"100477","10047702","Azteek 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,60","2,50","2,43","2,38","8,20","7,73","7,44","7,29"
"100477","10047703","Azteek 340 ml keramische mok","EUR","","PAD04,GPE05,LAS04","50","1","100","250","1000","2,60","2,50","2,43","2,38","8,20","7,73","7,44","7,29"
"100488","10048800","Thor 650 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,DRD03,GPE04,LAS04","25","1","50","100","500","8,73","8,39","8,15","7,99","24,91","23,50","22,59","22,15"
"100488","10048801","Thor 650 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,DRD03,GPE04,LAS04","25","1","50","100","500","8,73","8,39","8,15","7,99","24,91","23,50","22,59","22,15"
"100488","10048802","Thor 650 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,DRD03,GPE04,LAS04","25","1","50","100","500","8,73","8,39","8,15","7,99","24,91","23,50","22,59","22,15"
"100488","10048803","Thor 650 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,DRD03,GPE04,LAS04","25","1","50","100","500","8,73","8,39","8,15","7,99","24,91","23,50","22,59","22,15"
"100488","10048804","Thor 650 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,DRD03,GPE04,LAS04","25","1","50","100","500","8,73","8,39","8,15","7,99","24,91","23,50","22,59","22,15"
"100488","10048805","Thor 650 ml koper vacuüm geïsoleerde drinkfles","EUR","","PAD03,DPS02,DRD03,GPE04,LAS04","25","1","50","100","500","8,73","8,39","8,15","7,99","24,91","23,50","22,59","22,15"
"100494","10049400","Vasa 500 ml koper vacuüm geïsoleerde fles","EUR","","PAD04,DPS02,DRD03,GPE03,LAS03,LASR04","25","1","50","100","500","5,01","4,82","4,68","4,59","17,71","16,71","16,07","15,75"
"100494","10049401","Vasa 500 ml koper vacuüm geïsoleerde fles","EUR","","PAD04,DPS02,DRD03,GPE03,LAS03,LASR04","25","1","50","100","500","5,01","4,82","4,68","4,59","17,71","16,71","16,07","15,75"
"100494","10049402","Vasa 500 ml koper vacuüm geïsoleerde fles","EUR","","PAD04,DPS02,DRD03,GPE03,LAS03,LASR04","25","1","50","100","500","5,01","4,82","4,68","4,59","17,71","16,71","16,07","15,75"
